Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Years Since,State,Winner
16735,5952,45.9,46214,26830.0,715,12.01276882,3,PA,Democrat
39897,3534,41.5,41801,22565.0,428,12.11092247,3,GA,Democrat
39354,2988,32.1,40172,33606.0,471,15.76305221,3,MS,Republican
39501,23807,32.9,28315,16522.0,8463,35.54836813,3,MS,Republican
39730,12419,39.9,42313,22546.0,2785,22.42531605,3,MS,Republican
31409,873,22.3,-666666666,19996.0,0,0.0,3,GA,Democrat
31547,1219,21.4,87000,22280.0,0,0.0,3,GA,Democrat
31556,130,34.3,23125,10300.0,26,20.0,3,GA,Democrat
31561,102,69.2,-666666666,51853.0,0,0.0,3,GA,Democrat
31562,2540,38.5,43900,21528.0,523,20.59055118,3,GA,Democrat
31698,770,19.0,-666666666,2826.0,0,0.0,3,GA,Democrat
31719,8830,36.2,35411,20410.0,2014,22.80860702,3,GA,Democrat
66763,3398,34.8,51563,25877.0,232,6.827545615,3,KS,Republican
66776,1461,32.4,47470,25184.0,421,28.81587953,3,KS,Republican
66838,141,64.3,-666666666,27418.0,0,0.0,3,KS,Republican
66864,456,33.7,51161,21493.0,28,6.140350877,3,KS,Republican
66871,1327,49.2,59904,34394.0,135,10.17332329,3,KS,Republican
66933,281,51.5,40980,25238.0,26,9.252669039,3,KS,Republican
66938,1204,36.5,51094,24607.0,106,8.803986711,3,KS,Republican
66941,77,65.1,21250,17587.0,29,37.66233766,3,KS,Republican
66945,896,43.7,55000,27063.0,142,15.84821429,3,KS,Republican
66007,7175,38.1,86754,36959.0,468,6.522648084,3,KS,Republican
66012,12330,41.3,75824,31957.0,1107,8.97810219,3,KS,Republican
66013,1804,44.4,129688,55951.0,8,0.44345898,3,KS,Republican
66026,976,44.3,65357,29944.0,98,10.04098361,3,KS,Republican
66027,6535,25.6,96408,26191.0,705,10.78806427,3,KS,Republican
66033,738,46.7,50739,31839.0,44,5.962059621,3,KS,Republican
66214,11795,33.9,62292,39220.0,972,8.240779992,3,KS,Republican
66217,6001,51.0,68231,50562.0,607,10.11498084,3,KS,Republican
66056,1335,38.3,46042,26838.0,207,15.50561798,3,KS,Republican
66061,65730,35.4,92096,37892.0,4011,6.102236422,3,KS,Republican
66067,15518,37.9,49688,26728.0,1957,12.61116123,3,KS,Republican
66072,1357,38.5,54167,41002.0,167,12.30655859,3,KS,Republican
66078,1086,39.3,62045,28141.0,25,2.302025783,3,KS,Republican
66088,2783,44.5,67578,33261.0,193,6.934962271,3,KS,Republican
66219,13629,35.0,82717,46447.0,779,5.715753173,3,KS,Republican
66227,7327,37.2,108611,47914.0,407,5.554797325,3,KS,Republican
66401,1644,55.4,69167,38082.0,47,2.858880779,3,KS,Republican
66415,829,48.1,72898,33762.0,63,7.599517491,3,KS,Republican
66416,497,38.7,54250,26536.0,31,6.237424547,3,KS,Republican
66428,232,30.8,73958,30450.0,24,10.34482759,3,KS,Republican
66431,536,48.3,69231,31118.0,19,3.544776119,3,KS,Republican
66503,16840,37.5,82157,45307.0,1349,8.010688836,3,KS,Republican
66506,3521,19.4,-666666666,4524.0,0,0.0,3,KS,Republican
66508,4314,38.7,44601,30744.0,430,9.96754752,3,KS,Republican
66509,2758,40.1,60338,23708.0,313,11.34880348,3,KS,Republican
66512,2735,44.6,62458,35270.0,172,6.288848263,3,KS,Republican
66517,1475,31.2,41190,23269.0,214,14.50847458,3,KS,Republican
66527,271,23.3,40500,18654.0,135,49.81549815,3,KS,Republican
66528,733,40.2,50625,23217.0,144,19.64529332,3,KS,Republican
66535,2933,32.6,71370,34646.0,333,11.3535629,3,KS,Republican
66541,178,38.5,49625,22224.0,11,6.179775281,3,KS,Republican
66542,3024,49.2,87984,38696.0,29,0.958994709,3,KS,Republican
66605,20447,36.6,55239,25063.0,2685,13.13151074,3,KS,Republican
66606,10178,39.8,50214,33009.0,1565,15.37630183,3,KS,Republican
19090,18202,38.0,81064,38618.0,1563,8.586968465,3,PA,Democrat
19001,16871,39.1,88867,37150.0,1127,6.68010195,3,PA,Democrat
19004,9246,44.2,122950,73203.0,491,5.310404499,3,PA,Democrat
19007,21443,37.0,58802,31953.0,2531,11.80338572,3,PA,Democrat
19009,885,35.2,94167,38590.0,63,7.118644068,3,PA,Democrat
19013,35113,31.5,32431,18917.0,9838,28.01811295,3,PA,Democrat
19023,22087,33.8,46222,20858.0,5163,23.37574139,3,PA,Democrat
19032,6629,33.3,56169,22686.0,1082,16.32222055,3,PA,Democrat
19036,12984,38.1,64048,32910.0,1648,12.69254467,3,PA,Democrat
19044,16216,34.5,84391,40873.0,667,4.11322151,3,PA,Democrat
19054,17040,36.5,90960,38610.0,1072,6.291079812,3,PA,Democrat
19070,6625,39.9,82917,41300.0,314,4.739622642,3,PA,Democrat
19072,10008,44.2,131685,86132.0,261,2.607913669,3,PA,Democrat
19073,20421,45.9,113430,66230.0,1086,5.318054943,3,PA,Democrat
19087,32592,40.0,144022,72268.0,985,3.02221404,3,PA,Democrat
19111,67159,37.2,51567,26693.0,10836,16.13484418,3,PA,Democrat
19123,17793,32.8,77111,54037.0,2904,16.32102512,3,PA,Democrat
19142,29864,31.8,35049,15934.0,9641,32.28301634,3,PA,Democrat
19143,62927,33.1,37434,23960.0,16754,26.62450141,3,PA,Democrat
19148,51754,36.2,60226,29801.0,10286,19.87479229,3,PA,Democrat
19149,58811,33.5,47196,20280.0,11741,19.96395232,3,PA,Democrat
19151,32306,34.6,47174,25575.0,6732,20.83823438,3,PA,Democrat
19805,38061,35.4,47300,26782.0,7719,20.28060219,3,DE,Democrat
19970,8770,61.2,69502,44792.0,1379,15.72405929,3,DE,Democrat
19977,25536,39.1,66515,29658.0,2030,7.949561404,3,DE,Democrat
19406,26631,36.8,97305,49732.0,1019,3.826367767,3,PA,Democrat
19425,16445,40.2,177641,72547.0,387,2.353298875,3,PA,Democrat
19520,5889,51.8,86005,42007.0,155,2.632025811,3,PA,Democrat
19523,95,57.1,2499,9529.0,37,38.94736842,3,PA,Democrat
19541,4598,44.3,75946,34549.0,249,5.415397999,3,PA,Democrat
19544,159,51.0,73750,26751.0,0,0.0,3,PA,Democrat
19549,373,36.8,55139,22234.0,39,10.45576408,3,PA,Democrat
19550,602,40.0,53571,22478.0,290,48.17275748,3,PA,Democrat
19941,3477,34.3,69100,25371.0,561,16.13459879,3,DE,Democrat
19734,13072,40.6,111006,40335.0,770,5.890452876,3,DE,Democrat
19801,17447,33.2,33410,22264.0,4593,26.32544277,3,DE,Democrat
27501,21001,37.0,57390,26500.0,2461,11.7184896,3,NC,Republican
27927,1132,59.6,65000,44450.0,51,4.505300353,3,NC,Republican
27929,1825,40.2,99537,39643.0,101,5.534246575,3,NC,Republican
27944,11736,51.7,51085,28836.0,1416,12.06543967,3,NC,Republican
27946,1040,54.2,80362,43515.0,79,7.596153846,3,NC,Republican
27953,801,47.9,46786,28019.0,29,3.620474407,3,NC,Republican
27956,387,52.2,77563,35211.0,0,0.0,3,NC,Republican
27957,1153,55.0,-666666666,46202.0,367,31.83000867,3,NC,Republican
27964,773,41.9,56952,32059.0,34,4.398447607,3,NC,Republican
27968,178,57.5,55000,42260.0,0,0.0,3,NC,Republican
27980,2182,56.1,63865,30123.0,58,2.658111824,3,NC,Republican
27981,2092,37.3,58984,25621.0,59,2.820267686,3,NC,Republican
27983,8546,45.2,33475,20443.0,2294,26.84296747,3,NC,Republican
27607,29005,23.8,79134,38522.0,2270,7.826236856,3,NC,Republican
27610,80973,33.7,54072,23311.0,12666,15.64225112,3,NC,Republican
27704,40657,35.0,50631,24826.0,6611,16.26042256,3,NC,Republican
27712,22787,44.1,84199,43615.0,1537,6.745073946,3,NC,Republican
27803,17548,50.5,46614,30515.0,2472,14.08707545,3,NC,Republican
27804,30484,41.0,50792,29147.0,3674,12.05222412,3,NC,Republican
27851,4977,45.8,45842,24885.0,800,16.07394012,3,NC,Republican
27857,1067,53.3,44938,24907.0,123,11.52764761,3,NC,Republican
27863,13923,36.2,70714,31589.0,1634,11.73597644,3,NC,Republican
58429,355,37.1,49583,37126.0,26,7.323943662,3,ND,Republican
58440,93,56.1,40625,29269.0,2,2.150537634,3,ND,Republican
58443,161,40.5,62500,38708.0,3,1.863354037,3,ND,Republican
58474,2652,42.1,75042,34590.0,144,5.429864253,3,ND,Republican
58492,424,54.7,58409,35211.0,14,3.301886792,3,ND,Republican
58496,132,58.3,41250,48816.0,4,3.03030303,3,ND,Republican
58552,1538,54.9,49250,32272.0,119,7.737321196,3,ND,Republican
58554,26551,36.7,75893,39907.0,1943,7.317991789,3,ND,Republican
58559,208,47.4,98250,43427.0,4,1.923076923,3,ND,Republican
54949,3271,41.7,65375,31392.0,327,9.996942831,3,WI,Democrat
54979,1321,49.3,68152,34577.0,49,3.709311128,3,WI,Democrat
54661,3913,41.1,62674,33097.0,182,4.651162791,3,WI,Democrat
54664,1770,40.2,44615,23644.0,365,20.62146893,3,WI,Democrat
54703,43089,34.2,61935,31478.0,6692,15.53064587,3,WI,Democrat
54721,1425,43.5,62793,31869.0,117,8.210526316,3,WI,Democrat
54729,32927,41.4,65566,35095.0,3218,9.77313451,3,WI,Democrat
54746,710,43.1,61481,21955.0,142,20.0,3,WI,Democrat
54751,25931,29.2,54380,27426.0,3176,12.24788863,3,WI,Democrat
54755,7073,43.1,53491,29618.0,718,10.15127951,3,WI,Democrat
54759,1437,50.7,56364,29945.0,116,8.072372999,3,WI,Democrat
54801,6527,52.3,51839,30060.0,824,12.62448292,3,WI,Democrat
54829,5280,45.9,47736,30356.0,747,14.14772727,3,WI,Democrat
54836,1042,42.2,82396,40935.0,43,4.126679463,3,WI,Democrat
54462,425,52.1,51250,30163.0,34,8.0,3,WI,Democrat
54465,489,65.7,40521,27417.0,60,12.26993865,3,WI,Democrat
54470,2059,45.6,48438,24642.0,203,9.85915493,3,WI,Democrat
54473,2640,47.1,62014,31493.0,131,4.962121212,3,WI,Democrat
54480,1396,34.1,56786,24362.0,126,9.025787966,3,WI,Democrat
54481,28166,29.6,49600,26370.0,4372,15.52226088,3,WI,Democrat
54490,904,49.2,54875,27191.0,95,10.50884956,3,WI,Democrat
54498,2376,37.7,55134,26542.0,315,13.25757576,3,WI,Democrat
54512,975,55.6,55938,32907.0,74,7.58974359,3,WI,Democrat
54521,7986,53.9,55812,38027.0,738,9.241172051,3,WI,Democrat
54545,859,61.1,61250,42840.0,69,8.032596042,3,WI,Democrat
54547,1363,61.8,52571,30359.0,121,8.877476156,3,WI,Democrat
54565,36,62.7,36250,18961.0,1,2.777777778,3,WI,Democrat
54566,1183,50.1,44205,27389.0,217,18.34319527,3,WI,Democrat
54614,2548,41.8,66779,34482.0,160,6.279434851,3,WI,Democrat
54618,2319,36.5,67143,29812.0,276,11.90168176,3,WI,Democrat
54619,3568,36.0,68155,27164.0,346,9.697309417,3,WI,Democrat
54624,1530,53.3,63750,31496.0,151,9.869281046,3,WI,Democrat
54630,4106,44.7,66971,33639.0,288,7.01412567,3,WI,Democrat
54638,1614,41.4,53125,24415.0,304,18.83519207,3,WI,Democrat
54645,56,33.7,-666666666,25300.0,22,39.28571429,3,WI,Democrat
54652,1095,35.4,52321,20703.0,224,20.456621,3,WI,Democrat
54658,2586,47.6,70833,34796.0,215,8.313998453,3,WI,Democrat
54665,8476,45.5,47320,27577.0,1167,13.76828693,3,WI,Democrat
54728,5997,49.9,53575,29348.0,788,13.13990328,3,WI,Democrat
54733,1216,47.8,49038,27349.0,91,7.483552632,3,WI,Democrat
54747,2299,42.4,51250,26816.0,192,8.351457155,3,WI,Democrat
54757,3463,42.6,57708,28337.0,372,10.7421311,3,WI,Democrat
54771,4303,35.3,55833,24180.0,463,10.75993493,3,WI,Democrat
54813,659,46.6,58125,27263.0,86,13.05007587,3,WI,Democrat
54011,6706,40.8,78700,37485.0,269,4.011333135,3,WI,Democrat
54013,3318,43.6,72143,32585.0,249,7.504520796,3,WI,Democrat
54082,1649,47.0,110816,46863.0,96,5.821710127,3,WI,Democrat
54126,3475,40.8,81786,35590.0,160,4.604316547,3,WI,Democrat
54137,1083,43.4,68523,37102.0,47,4.339796861,3,WI,Democrat
84779,760,45.3,66667,23422.0,130,17.10526316,3,UT,Republican
84782,638,57.7,90104,34135.0,0,0.0,3,UT,Republican
84633,1032,34.6,75625,24449.0,84,8.139534884,3,UT,Republican
84640,127,28.9,62500,19505.0,10,7.874015748,3,UT,Republican
84667,418,35.2,57813,24723.0,35,8.373205742,3,UT,Republican
84712,111,59.3,37500,20947.0,22,19.81981982,3,UT,Republican
84725,1602,29.7,63750,19959.0,75,4.68164794,3,UT,Republican
84729,427,22.9,54500,17880.0,168,39.3442623,3,UT,Republican
84744,316,20.0,42188,13796.0,17,5.379746835,3,UT,Republican
84751,2370,26.1,61739,21126.0,112,4.725738397,3,UT,Republican
84755,47,43.4,-666666666,25702.0,0,0.0,3,UT,Republican
84083,1384,30.7,37171,20130.0,240,17.34104046,3,UT,Republican
84086,428,42.2,49891,30064.0,13,3.037383178,3,UT,Republican
84098,19395,43.4,135167,68361.0,668,3.444186646,3,UT,Republican
84105,22812,34.8,83391,49132.0,2176,9.538839207,3,UT,Republican
84124,22884,37.1,92000,50998.0,1309,5.720153819,3,UT,Republican
84315,9218,37.3,97847,33380.0,275,2.983293556,3,UT,Republican
84002,314,29.9,72396,31416.0,32,10.1910828,3,UT,Republican
84023,167,55.0,76667,40586.0,5,2.994011976,3,UT,Republican
84046,412,36.9,74554,22797.0,12,2.912621359,3,UT,Republican
84072,340,43.1,55893,23361.0,8,2.352941176,3,UT,Republican
84075,30427,27.6,103440,32314.0,1748,5.744897624,3,UT,Republican
84006,839,32.5,68472,29380.0,25,2.979737783,3,UT,Republican
84017,4569,35.6,76972,29533.0,178,3.895819654,3,UT,Republican
84015,67245,30.2,77597,27522.0,4365,6.491188936,3,UT,Republican
10501,1237,53.0,250001,75458.0,29,2.344381568,3,NY,Democrat
10506,5555,45.6,186000,114321.0,208,3.744374437,3,NY,Democrat
10005,8664,30.4,184681,120941.0,653,7.536934441,3,NY,Democrat
10010,34763,36.1,139188,103737.0,3259,9.374910106,3,NY,Democrat
10016,52912,32.4,124647,103622.0,3951,7.46711521,3,NY,Democrat
10017,16065,40.9,130417,114820.0,1138,7.083722378,3,NY,Democrat
10026,38937,35.4,64716,45903.0,7921,20.34311837,3,NY,Democrat
10033,58648,35.5,66902,31673.0,9704,16.54617378,3,NY,Democrat
10069,6504,36.3,130556,110364.0,1330,20.44895449,3,NY,Democrat
10128,57993,40.9,117926,107897.0,4111,7.088786578,3,NY,Democrat
67546,2398,46.0,64583,30066.0,135,5.62969141,3,KS,Republican
1040,40161,35.8,42537,24626.0,10746,26.75730186,3,MA,Democrat
1010,3663,46.2,75577,42691.0,228,6.224406224,3,MA,Democrat
1036,5174,55.3,94393,43110.0,112,2.164669501,3,MA,Democrat
1220,8129,47.8,47908,32503.0,944,11.6127445,3,MA,Democrat
1824,25762,44.5,123087,52930.0,1180,4.580389721,3,MA,Democrat
1450,11322,42.4,142500,59674.0,436,3.850909733,3,MA,Democrat
1612,4961,37.6,116313,49001.0,112,2.257609353,3,MA,Democrat
1905,24369,33.9,62623,26277.0,4058,16.65230416,3,MA,Democrat
1521,2492,47.7,77054,42408.0,176,7.062600321,3,MA,Democrat
1537,2244,36.5,76859,34740.0,46,2.049910873,3,MA,Democrat
1542,2544,47.8,88750,40880.0,56,2.201257862,3,MA,Democrat
1550,16865,40.2,52900,29477.0,3276,19.42484435,3,MA,Democrat
1610,22152,27.0,33326,18321.0,5129,23.15366558,3,MA,Democrat
1718,709,38.7,142813,44850.0,31,4.37235543,3,MA,Democrat
1757,28936,40.4,86203,39003.0,2616,9.040641416,3,MA,Democrat
1776,19248,43.1,195073,77385.0,441,2.291147132,3,MA,Democrat
1803,28077,44.7,121433,57288.0,1174,4.181358407,3,MA,Democrat
1810,36098,42.9,153315,70222.0,1215,3.365837443,3,MA,Democrat
1832,23736,38.4,67016,33063.0,2788,11.74587125,3,MA,Democrat
1860,6926,48.5,79909,41596.0,558,8.056598325,3,MA,Democrat
92509,82377,31.8,76568,23112.0,9920,12.04219624,3,CA,Democrat
92539,4433,43.2,52857,22633.0,565,12.7453192,3,CA,Democrat
92543,37492,37.5,38686,19086.0,8295,22.12471994,3,CA,Democrat
92586,18615,59.6,44179,27798.0,1940,10.42170293,3,CA,Democrat
92592,86115,36.4,108412,40026.0,4891,5.679614469,3,CA,Democrat
92618,54509,33.9,112054,56365.0,4485,8.227999046,3,CA,Democrat
92625,13149,54.2,162250,114669.0,771,5.863563769,3,CA,Democrat
92679,32784,44.6,182857,78631.0,1037,3.163128355,3,CA,Democrat
92688,44586,37.6,116557,49064.0,2704,6.064683982,3,CA,Democrat
92708,56811,44.1,89478,39145.0,4933,8.683177554,3,CA,Democrat
92806,40216,33.7,77570,32366.0,4710,11.71175651,3,CA,Democrat
92843,47823,37.5,70680,23057.0,5930,12.39989127,3,CA,Democrat
92870,53194,37.1,100685,38930.0,4073,7.656878595,3,CA,Democrat
92004,2284,62.2,61809,45021.0,154,6.742556918,3,CA,Democrat
92007,11973,42.1,107778,60519.0,1937,16.17806732,3,CA,Democrat
92037,38261,45.9,113676,81845.0,3578,9.351559029,3,CA,Democrat
92020,57796,35.7,61830,29038.0,9245,15.99591667,3,CA,Democrat
92025,52276,34.1,56866,27745.0,9854,18.84995026,3,CA,Democrat
92027,57225,34.7,70009,29210.0,6113,10.68239406,3,CA,Democrat
92065,36460,41.2,100645,41840.0,1634,4.481623697,3,CA,Democrat
92078,52810,37.1,91564,39749.0,4916,9.308843022,3,CA,Democrat
92117,58651,37.7,91347,41776.0,5618,9.57869431,3,CA,Democrat
92123,34103,34.2,90602,42996.0,3755,11.01076152,3,CA,Democrat
92139,36172,36.0,75576,26557.0,3006,8.310295256,3,CA,Democrat
92173,31248,32.2,48967,18615.0,6188,19.80286738,3,CA,Democrat
92223,56925,35.7,86068,30840.0,6050,10.62801932,3,CA,Democrat
92230,2363,39.2,47500,24154.0,393,16.63140076,3,CA,Democrat
92240,36214,36.8,40456,21513.0,8064,22.2676313,3,CA,Democrat
92254,8336,36.2,26328,13872.0,2133,25.5878119,3,CA,Democrat
92313,12559,36.8,70200,31146.0,1088,8.66311012,3,CA,Democrat
92316,29176,34.9,63529,20195.0,4414,15.12887305,3,CA,Democrat
92324,59628,31.8,58589,22284.0,8660,14.52337828,3,CA,Democrat
92354,22991,37.4,59320,31323.0,2999,13.0442347,3,CA,Democrat
92377,20606,33.0,95953,28504.0,2445,11.86547607,3,CA,Democrat
92507,59612,26.0,54701,22031.0,11028,18.49963095,3,CA,Democrat
92548,8502,33.9,53643,19920.0,1150,13.52622912,3,CA,Democrat
27596,19116,42.1,81028,35189.0,1573,8.228708935,3,NC,Republican
27705,50530,31.9,53879,36425.0,7602,15.044528,3,NC,Republican
27713,55516,37.0,79009,43588.0,4635,8.348944448,3,NC,Republican
27821,121,58.0,25526,18682.0,30,24.79338843,3,NC,Republican
3823,2121,37.6,147311,49433.0,51,2.404526167,3,NH,Democrat
3847,376,67.2,83651,115910.0,0,0.0,3,NH,Democrat
3850,198,68.0,88000,48164.0,0,0.0,3,NH,Democrat
3851,4230,42.4,75735,33923.0,227,5.36643026,3,NH,Democrat
3861,4524,48.3,97438,51084.0,54,1.193633952,3,NH,Democrat
3871,179,67.0,-666666666,115529.0,0,0.0,3,NH,Democrat
3890,64,30.6,-666666666,15341.0,0,0.0,3,NH,Democrat
97222,36904,38.7,64905,35244.0,3778,10.23737264,3,OR,Democrat
97229,71529,38.6,123522,56649.0,3929,5.492877015,3,OR,Democrat
97266,36818,37.4,59062,28397.0,6344,17.23070237,3,OR,Democrat
97338,22449,42.6,61745,31270.0,3020,13.45271504,3,OR,Democrat
97344,1742,33.9,43385,22154.0,430,24.68427095,3,OR,Democrat
97368,3326,42.1,43594,23633.0,948,28.50270595,3,OR,Democrat
97376,1046,61.7,54226,32196.0,150,14.34034417,3,OR,Democrat
97383,10185,39.5,63610,29556.0,1056,10.36818851,3,OR,Democrat
97391,6399,43.0,49265,24952.0,1184,18.50289108,3,OR,Democrat
97411,7568,57.0,38054,27229.0,1369,18.08932347,3,OR,Democrat
97444,5974,53.3,56813,31477.0,847,14.17810512,3,OR,Democrat
97448,13409,43.9,62953,36151.0,1510,11.2610933,3,OR,Democrat
97484,136,51.5,36806,22049.0,49,36.02941176,3,OR,Democrat
97486,668,56.7,56136,72168.0,50,7.48502994,3,OR,Democrat
97496,7663,43.3,46488,25555.0,799,10.42672583,3,OR,Democrat
97526,35302,44.7,49906,28045.0,5144,14.57141238,3,OR,Democrat
97534,719,66.3,21269,14715.0,210,29.20723227,3,OR,Democrat
97537,7104,48.7,52960,30025.0,698,9.82545045,3,OR,Democrat
97538,1809,52.7,48995,26296.0,182,10.06080708,3,OR,Democrat
97630,4797,45.9,51311,27541.0,744,15.50969356,3,OR,Democrat
97707,5970,50.2,69775,37421.0,457,7.654941374,3,OR,Democrat
97721,199,63.3,33929,33378.0,21,10.55276382,3,OR,Democrat
97730,327,53.9,77917,31304.0,0,0.0,3,OR,Democrat
97732,113,36.7,28750,14531.0,17,15.04424779,3,OR,Democrat
97734,3606,36.8,60795,26367.0,197,5.463117027,3,OR,Democrat
97801,20859,38.0,60830,25747.0,2647,12.68996596,3,OR,Democrat
97826,1274,31.1,34806,21576.0,167,13.10832025,3,OR,Democrat
97827,2485,49.7,47980,25193.0,255,10.26156942,3,OR,Democrat
97833,673,58.9,60500,31299.0,68,10.10401189,3,OR,Democrat
97843,747,48.9,70833,40623.0,73,9.772423025,3,OR,Democrat
97035,26721,42.8,103299,58616.0,1110,4.154036151,3,OR,Democrat
97051,17126,38.1,65710,29056.0,1937,11.31028845,3,OR,Democrat
97053,3633,51.8,95260,43266.0,174,4.789430223,3,OR,Democrat
97067,2004,54.9,59293,37588.0,247,12.3253493,3,OR,Democrat
97101,4141,38.3,82826,30942.0,359,8.669403526,3,OR,Democrat
97351,11551,28.3,55772,22297.0,1230,10.64842871,3,OR,Democrat
97378,10637,40.4,62595,27932.0,958,9.006298768,3,OR,Democrat
97394,5090,57.3,49559,30252.0,792,15.55992141,3,OR,Democrat
97403,14024,22.3,44540,24976.0,3741,26.6756988,3,OR,Democrat
97413,944,52.5,54172,33281.0,142,15.04237288,3,OR,Democrat
97414,154,53.7,-666666666,10434.0,44,28.57142857,3,OR,Democrat
97441,466,24.8,44904,15368.0,0,0.0,3,OR,Democrat
60960,883,39.5,55893,24035.0,111,12.57078143,3,IL,Democrat
60969,69,22.8,64688,24014.0,2,2.898550725,3,IL,Democrat
60973,338,26.8,39028,16381.0,46,13.60946746,3,IL,Democrat
60004,51504,42.5,101450,50910.0,2607,5.061742777,3,IL,Democrat
60033,13479,33.5,58242,25345.0,2284,16.94487722,3,IL,Democrat
60042,8519,41.9,82601,35435.0,768,9.015142622,3,IL,Democrat
60043,2356,43.5,241591,105512.0,81,3.43803056,3,IL,Democrat
60093,19816,45.5,205195,120497.0,954,4.814291482,3,IL,Democrat
60108,22980,40.7,89924,47094.0,1476,6.422976501,3,IL,Democrat
60109,496,41.5,78750,44063.0,29,5.846774194,3,IL,Democrat
60119,10397,45.9,106909,50320.0,394,3.789554679,3,IL,Democrat
60130,13808,39.6,70670,46969.0,1239,8.973059096,3,IL,Democrat
60136,7941,36.8,96420,37136.0,142,1.788187886,3,IL,Democrat
60150,2077,41.0,74950,32932.0,339,16.32161772,3,IL,Democrat
60178,22295,37.0,70445,33364.0,2103,9.432608208,3,IL,Democrat
60191,13972,40.4,75000,36673.0,921,6.591754938,3,IL,Democrat
60195,4689,33.4,77778,40562.0,261,5.56621881,3,IL,Democrat
60421,3907,43.0,97448,40615.0,298,7.627335552,3,IL,Democrat
60431,23860,34.6,93941,37205.0,1063,4.455155071,3,IL,Democrat
60432,20282,32.4,53280,21144.0,3779,18.63228478,3,IL,Democrat
60163,5079,42.3,71025,29940.0,159,3.130537507,3,IL,Democrat
60171,9957,36.2,63193,27547.0,999,10.03314251,3,IL,Democrat
60174,30796,41.6,90964,48781.0,1230,3.994025198,3,IL,Democrat
60194,19314,39.9,83585,40949.0,1376,7.124365745,3,IL,Democrat
60305,10883,40.8,125288,79929.0,225,2.067444638,3,IL,Democrat
60420,4699,38.3,60417,29995.0,576,12.25792722,3,IL,Democrat
60423,31328,42.8,118856,46556.0,920,2.936670072,3,IL,Democrat
60429,15393,34.9,52391,29314.0,2269,14.74046645,3,IL,Democrat
60461,4677,43.8,94639,45011.0,346,7.39790464,3,IL,Democrat
60462,40067,43.5,83652,40791.0,1967,4.909276961,3,IL,Democrat
60466,20856,39.5,56561,26060.0,2614,12.53356348,3,IL,Democrat
60470,430,41.4,72083,37233.0,62,14.41860465,3,IL,Democrat
60481,11531,46.2,64956,32045.0,1147,9.947099124,3,IL,Democrat
60471,13875,41.6,64425,28321.0,1608,11.58918919,3,IL,Democrat
60472,4968,36.5,37177,16497.0,1545,31.09903382,3,IL,Democrat
60479,1082,39.8,87794,30799.0,176,16.26617375,3,IL,Democrat
60490,21851,36.2,134518,46258.0,919,4.205757174,3,IL,Democrat
60514,9970,42.2,102554,66418.0,771,7.733199599,3,IL,Democrat
60537,655,37.0,73438,35969.0,25,3.816793893,3,IL,Democrat
60540,43887,40.8,128617,60377.0,1746,3.97839907,3,IL,Democrat
60601,14513,34.2,109625,110753.0,1240,8.544063943,3,IL,Democrat
60608,80011,33.0,57183,25703.0,11491,14.36177526,3,IL,Democrat
60620,68761,39.4,39499,21225.0,16649,24.21285322,3,IL,Democrat
60634,75604,40.6,72507,32294.0,6548,8.660917412,3,IL,Democrat
60637,46621,31.0,30149,28292.0,14934,32.03277493,3,IL,Democrat
60644,45919,36.5,28033,17691.0,14310,31.16357064,3,IL,Democrat
92563,71394,32.5,96604,33469.0,3925,5.497660868,3,CA,Democrat
92591,41588,36.0,89574,36030.0,3165,7.610368375,3,CA,Democrat
92610,17002,35.9,141629,57338.0,435,2.558522527,3,CA,Democrat
92624,6376,51.5,115403,58944.0,257,4.030740276,3,CA,Democrat
92629,27023,48.4,105014,66506.0,1356,5.017947674,3,CA,Democrat
92649,35856,45.2,101466,56757.0,2957,8.246876394,3,CA,Democrat
92701,54796,29.4,53710,17696.0,11249,20.52887072,3,CA,Democrat
92675,39827,41.3,105524,50937.0,2825,7.093177995,3,CA,Democrat
92683,90833,40.7,67104,29003.0,13987,15.39858862,3,CA,Democrat
92691,50033,43.1,118379,47351.0,2574,5.144604561,3,CA,Democrat
58237,5116,44.1,53859,35801.0,376,7.34949179,3,ND,Republican
58623,2083,39.4,67958,34046.0,189,9.073451752,3,ND,Republican
58731,305,47.7,73571,32937.0,5,1.639344262,3,ND,Republican
58384,386,59.3,60972,35658.0,51,13.21243523,3,ND,Republican
58529,622,42.8,50625,41666.0,80,12.86173633,3,ND,Republican
58569,82,44.5,-666666666,41140.0,11,13.41463415,3,ND,Republican
58788,1038,45.3,63750,38277.0,151,14.54720617,3,ND,Republican
58374,631,38.0,56875,39948.0,77,12.20285261,3,ND,Republican
58622,1795,35.6,71233,36086.0,112,6.239554318,3,ND,Republican
58735,549,38.5,95980,52904.0,6,1.092896175,3,ND,Republican
58771,505,48.6,72670,35350.0,20,3.96039604,3,ND,Republican
58036,221,41.5,72188,33945.0,0,0.0,3,ND,Republican
58103,49209,33.3,51326,31408.0,7077,14.38151558,3,ND,Republican
58277,167,59.1,71042,54089.0,4,2.395209581,3,ND,Republican
58065,33,73.3,21406,20258.0,0,0.0,3,ND,Republican
58076,334,19.5,-666666666,7722.0,0,0.0,3,ND,Republican
58105,2242,19.1,-666666666,6104.0,0,0.0,3,ND,Republican
